days,id,lastUpdatedAt,predictedEnd,recovery,during.bounds,during.lower,during.upper,sleep.id,sleep.naps,sleep.needBreakdown,sleep.qualityDuration,sleep.score,sleep.sleeps,sleep.state,strain.averageHeartRate,strain.kilojoules,strain.maxHeartRate,strain.rawScore,strain.score,strain.state,strain.workouts,recovery.blackoutUntil,recovery.calibrating,recovery.heartRateVariabilityRmssd,recovery.id,recovery.responded,recovery.restingHeartRate,recovery.score,recovery.state,recovery.surveyResponseId,recovery.timestamp,sleep.needBreakdown.baseline,sleep.needBreakdown.debt,sleep.needBreakdown.naps,sleep.needBreakdown.strain,sleep.needBreakdown.total
['2021-04-13'],99630817,2021-04-14T12:00:34.534157+00:00,2021-04-14T03:20:14.731+00:00,,[),2021-04-13T04:14:46.95+00:00,2021-04-14T03:11:01.874+00:00,217694950.0,[],,29475888.0,100.0,"[{'cyclesCount': 5, 'disturbanceCount': 9, 'during': {'bounds': '[)', 'lower': '2021-04-13T04:14:46.95+00:00', 'upper': '2021-04-13T13:00:52.784+00:00'}, 'id': 217694950, 'inBedDuration': 31512446, 'isNap': False, 'latencyDuration': 0, 'lightSleepDuration': 19117033, 'noDataDuration': 0, 'qualityDuration': 29475888, 'remSleepDuration': 5134174, 'respiratoryRate': 17.7246, 'responded': False, 'score': 100, 'sleepConsistency': 71, 'sleepEfficiency': 0.935373, 'slowWaveSleepDuration': 5224681, 'source': 'auto+user', 'state': 'complete', 'surveyResponseId': None, 'timezoneOffset': '-0500', 'wakeDuration': 2069434}]",complete,78,6870.42,158,0.00283566050617274,8.81899667751668,complete,"[{'altitudeChange': None, 'altitudeGain': None, 'averageHeartRate': 101, 'cumulativeWorkoutStrain': 7.8883, 'distance': None, 'during': {'bounds': '[)', 'lower': '2021-04-13T23:00:00+00:00', 'upper': '2021-04-14T01:00:00+00:00'}, 'gpsEnabled': False, 'id': 217969140, 'kilojoules': 1108.35, 'maxHeartRate': 158, 'rawScore': 0.00222660213588752, 'responded': False, 'score': 7.88834273691505, 'source': 'user', 'sportId': 87, 'state': 'complete', 'surveyResponseId': None, 'timezoneOffset': '-0500', 'zones': [3148302, 2884876, 555629, 533524, 77866, 0]}]",,False,0.0835992,103676671.0,False,57.0,45.0,complete,,2021-04-13T13:00:52.784+00:00,27456063.0,0.0,0.0,2123743.0,29579806.0
['2021-04-14'],99880771,2021-04-15T11:48:36.800284+00:00,2021-04-15T03:11:01.874+00:00,,[),2021-04-14T03:11:01.874+00:00,2021-04-15T04:19:22.736+00:00,218205224.0,[],,28619228.0,100.0,"[{'cyclesCount': 4, 'disturbanceCount': 10, 'during': {'bounds': '[)', 'lower': '2021-04-14T03:11:01.874+00:00', 'upper': '2021-04-14T12:00:34.43+00:00'}, 'id': 218205224, 'inBedDuration': 31377863, 'isNap': False, 'latencyDuration': 0, 'lightSleepDuration': 18348914, 'noDataDuration': 0, 'qualityDuration': 28619228, 'remSleepDuration': 6157368, 'respiratoryRate': 17.2852, 'responded': False, 'score': 100, 'sleepConsistency': 72, 'sleepEfficiency': 0.912083, 'slowWaveSleepDuration': 4112946, 'source': 'auto+user', 'state': 'complete', 'surveyResponseId': None, 'timezoneOffset': '-0500', 'wakeDuration': 2792338}]",complete,70,8308.37,191,0.00878760611647456,14.0144966999353,complete,"[{'altitudeChange': None, 'altitudeGain': None, 'averageHeartRate': 163, 'cumulativeWorkoutStrain': 13.0994, 'distance': None, 'during': {'bounds': '[)', 'lower': '2021-04-14T19:16:00+00:00', 'upper': '2021-04-14T19:45:00+00:00'}, 'gpsEnabled': False, 'id': 218418068, 'kilojoules': 1218.52, 'maxHeartRate': 191, 'rawScore': 0.00705735455760213, 'responded': True, 'score': 13.0994248607343, 'source': 'user', 'sportId': 0, 'state': 'complete', 'surveyResponseId': 61924004, 'timezoneOffset': '-0500', 'zones': [0, 26955, 9613, 245132, 1302568, 155729]}]",,False,0.105874,103935703.0,False,56.0,66.0,complete,,2021-04-14T12:00:34.43+00:00,27455803.0,0.0,0.0,538989.0,27994793.0
['2021-04-15'],100157873,2021-04-16T12:38:57.945074+00:00,2021-04-16T03:11:01.874+00:00,,[),2021-04-15T04:19:22.736+00:00,2021-04-16T04:52:44.792+00:00,218740634.0,[],,25833603.0,88.0,"[{'cyclesCount': 4, 'disturbanceCount': 7, 'during': {'bounds': '[)', 'lower': '2021-04-15T04:19:22.736+00:00', 'upper': '2021-04-15T11:48:36.636+00:00'}, 'id': 218740634, 'inBedDuration': 26706895, 'isNap': False, 'latencyDuration': 0, 'lightSleepDuration': 13132883, 'noDataDuration': 0, 'qualityDuration': 25833603, 'remSleepDuration': 8857285, 'respiratoryRate': 17.6367, 'responded': False, 'score': 88, 'sleepConsistency': 80, 'sleepEfficiency': 0.967301, 'slowWaveSleepDuration': 3843435, 'source': 'auto+user', 'state': 'complete', 'surveyResponseId': None, 'timezoneOffset': '-0500', 'wakeDuration': 900936}]",complete,77,7237.14,162,0.00237408861840732,8.1202175024935,complete,"[{'altitudeChange': None, 'altitudeGain': None, 'averageHeartRate': 90, 'cumulativeWorkoutStrain': 6.475, 'distance': None, 'during': {'bounds': '[)', 'lower': '2021-04-15T23:00:00+00:00', 'upper': '2021-04-16T01:00:00+00:00'}, 'gpsEnabled': False, 'id': 219053568, 'kilojoules': 696.485, 'maxHeartRate': 130, 'rawScore': 0.000545224307009322, 'responded': False, 'score': 4.97096742172937, 'source': 'user', 'sportId': 87, 'state': 'complete', 'surveyResponseId': None, 'timezoneOffset': '-0500', 'zones': [5237177, 1465064, 497955, 0, 0, 0]}, {'altitudeChange': None, 'altitudeGain': None, 'averageHeartRate': 115, 'cumulativeWorkoutStrain': 5.5018, 'distance': None, 'during': {'bounds': '[)', 'lower': '2021-04-15T21:30:00+00:00', 'upper': '2021-04-15T21:50:00+00:00'}, 'gpsEnabled': False, 'id': 218993649, 'kilojoules': 337.752, 'maxHeartRate': 162, 'rawScore': 0.000831510495705336, 'responded': True, 'score': 5.50181265921626, 'source': 'user', 'sportId': 36, 'state': 'complete', 'surveyResponseId': 62014121, 'timezoneOffset': '-0500', 'zones': [181725, 248977, 543165, 196106, 29800, 0]}]",,False,0.0812877,104222482.0,False,52.0,48.0,complete,,2021-04-15T11:48:36.636+00:00,27455544.0,0.0,0.0,1828678.0,29284223.0
['2021-04-16'],100472729,2021-04-17T11:13:21.708608+00:00,2021-04-17T04:19:22.736+00:00,,[),2021-04-16T04:52:44.792+00:00,2021-04-17T03:39:16.194+00:00,219309280.0,[],,25591054.0,87.0,"[{'cyclesCount': 4, 'disturbanceCount': 16, 'during': {'bounds': '[)', 'lower': '2021-04-16T04:52:44.792+00:00', 'upper': '2021-04-16T12:38:57.86+00:00'}, 'id': 219309280, 'inBedDuration': 27914292, 'isNap': False, 'latencyDuration': 195145, 'lightSleepDuration': 15528644, 'noDataDuration': 0, 'qualityDuration': 25591054, 'remSleepDuration': 6908165, 'respiratoryRate': 17.8711, 'responded': False, 'score': 87, 'sleepConsistency': 78, 'sleepEfficiency': 0.923227, 'slowWaveSleepDuration': 3154245, 'source': 'auto+user', 'state': 'complete', 'surveyResponseId': None, 'timezoneOffset': '-0500', 'wakeDuration': 2359175}]",complete,67,6663.19,157,0.00190792700801705,7.37364423062387,,[],,False,0.064584,104548706.0,False,60.0,28.0,complete,,2021-04-16T12:38:57.86+00:00,27455285.0,1647317.0,0.0,448591.0,29551193.0
['2021-04-17'],100675848,2021-04-18T11:29:28.713241+00:00,2021-04-18T03:39:16.194+00:00,,[),2021-04-17T03:39:16.194+00:00,2021-04-18T05:07:47.341+00:00,219727073.0,[],,25512117.0,86.0,"[{'cyclesCount': 6, 'disturbanceCount': 12, 'during': {'bounds': '[)', 'lower': '2021-04-17T03:39:16.194+00:00', 'upper': '2021-04-17T11:13:21.628+00:00'}, 'id': 219727073, 'inBedDuration': 27223117, 'isNap': False, 'latencyDuration': 0, 'lightSleepDuration': 11487904, 'noDataDuration': 0, 'qualityDuration': 25512117, 'remSleepDuration': 8587772, 'respiratoryRate': 17.6367, 'responded': False, 'score': 86, 'sleepConsistency': 82, 'sleepEfficiency': 0.937149, 'slowWaveSleepDuration': 5436441, 'source': 'auto+user', 'state': 'complete', 'surveyResponseId': None, 'timezoneOffset': '-0500', 'wakeDuration': 1743162}]",complete,90,10764.4,182,0.0155670185188991,16.8144663691116,complete,"[{'altitudeChange': None, 'altitudeGain': None, 'averageHeartRate': 142, 'cumulativeWorkoutStrain': 15.748, 'distance': None, 'during': {'bounds': '[)', 'lower': '2021-04-18T00:07:40.22+00:00', 'upper': '2021-04-18T00:44:33.139+00:00'}, 'gpsEnabled': False, 'id': 220112774, 'kilojoules': 1118.47, 'maxHeartRate': 176, 'rawScore': 0.00395011788819045, 'responded': False, 'score': 10.332116204426, 'source': 'auto', 'sportId': -1, 'state': 'complete', 'surveyResponseId': None, 'timezoneOffset': '-0500', 'zones': [0, 33684, 472961, 1256424, 449889, 0]}, {'altitudeChange': None, 'altitudeGain': None, 'averageHeartRate': 130, 'cumulativeWorkoutStrain': 13.9544, 'distance': None, 'during': {'bounds': '[)', 'lower': '2021-04-17T22:38:15.189+00:00', 'upper': '2021-04-17T23:47:44.359+00:00'}, 'gpsEnabled': False, 'id': 220109160, 'kilojoules': 1700.8, 'maxHeartRate': 182, 'rawScore': 0.00564819658886592, 'responded': True, 'score': 12.124174187294, 'source': 'user', 'sportId': 87, 'state': 'complete', 'surveyResponseId': 62182975, 'timezoneOffset': '-0500', 'zones': [403748, 330725, 1290067, 1427534, 696948, 19226]}, {'altitudeChange': None, 'altitudeGain': None, 'averageHeartRate': 117, 'cumulativeWorkoutStrain': 9.0876, 'distance': None, 'during': {'bounds': '[)', 'lower': '2021-04-17T19:45:11.197+00:00', 'upper': '2021-04-17T20:40:26.73+00:00'}, 'gpsEnabled': False, 'id': 220049317, 'kilojoules': 988.503, 'maxHeartRate': 173, 'rawScore': 0.00302071516228162, 'responded': True, 'score': 9.08755965415166, 'source': 'user', 'sportId': 87, 'state': 'complete', 'surveyResponseId': 62182981, 'timezoneOffset': '-0500', 'zones': [834411, 655645, 795956, 567168, 462392, 0]}]",,False,0.0961914,104762916.0,False,55.0,65.0,complete,,2021-04-17T11:13:21.628+00:00,27455026.0,1784576.0,0.0,367596.0,29607199.0
['2021-04-18'],100954831,2021-04-19T12:09:01.187397+00:00,2021-04-19T03:39:16.194+00:00,,[),2021-04-18T05:07:47.341+00:00,2021-04-19T03:41:57.588+00:00,220256781.0,[],,20394283.0,63.0,"[{'cyclesCount': 4, 'disturbanceCount': 12, 'during': {'bounds': '[)', 'lower': '2021-04-18T05:07:47.341+00:00', 'upper': '2021-04-18T11:29:28.614+00:00'}, 'id': 220256781, 'inBedDuration': 22211851, 'isNap': False, 'latencyDuration': 71136, 'lightSleepDuration': 10872853, 'noDataDuration': 0, 'qualityDuration': 20394283, 'remSleepDuration': 6127506, 'respiratoryRate': 17.7539, 'responded': False, 'score': 63, 'sleepConsistency': 76, 'sleepEfficiency': 0.921121, 'slowWaveSleepDuration': 3393924, 'source': 'auto+user', 'state': 'complete', 'surveyResponseId': None, 'timezoneOffset': '-0500', 'wakeDuration': 1845183}]",complete,83,6897.71,144,0.00282995502407151,8.81059848924814,,[],,False,0.045333,105062691.0,False,66.0,12.0,complete,,2021-04-18T11:29:28.614+00:00,27454767.0,1921833.0,0.0,2978914.0,32355515.0
['2021-04-19'],101299192,2021-04-20T13:00:45.560488+00:00,2021-04-20T03:41:57.588+00:00,,[),2021-04-19T03:41:57.588+00:00,2021-04-20T04:56:41.045+00:00,220842965.0,[],,27391052.0,83.0,"[{'cyclesCount': 6, 'disturbanceCount': 19, 'during': {'bounds': '[)', 'lower': '2021-04-19T03:41:57.588+00:00', 'upper': '2021-04-19T12:09:01.083+00:00'}, 'id': 220842965, 'inBedDuration': 30152203, 'isNap': False, 'latencyDuration': 90362, 'lightSleepDuration': 17480715, 'noDataDuration': 0, 'qualityDuration': 27391052, 'remSleepDuration': 5913861, 'respiratoryRate': 17.4023, 'responded': False, 'score': 83, 'sleepConsistency': 81, 'sleepEfficiency': 0.911157, 'slowWaveSleepDuration': 3996476, 'source': 'auto+user', 'state': 'complete', 'surveyResponseId': None, 'timezoneOffset': '-0500', 'wakeDuration': 2795221}]",complete,65,7002.5,136,0.000777299396965273,5.40232092318704,,[],,False,0.0820438,105427257.0,False,49.0,47.0,complete,,2021-04-19T12:09:01.083+00:00,27454508.0,5079084.0,0.0,537811.0,33071403.0
['2021-04-20'],101621982,2021-04-21T11:58:56.697801+00:00,2021-04-21T03:41:57.588+00:00,,[),2021-04-20T04:56:41.045+00:00,2021-04-21T02:39:12.095+00:00,221453017.0,"[{'cyclesCount': 0, 'disturbanceCount': 5, 'during': {'bounds': '[)', 'lower': '2021-04-20T16:11:05.139+00:00', 'upper': '2021-04-20T17:35:52.351+00:00'}, 'id': 221621604, 'inBedDuration': 5086250, 'isNap': True, 'latencyDuration': 143234, 'lightSleepDuration': 3508425, 'noDataDuration': 0, 'qualityDuration': 4199530, 'remSleepDuration': 0, 'respiratoryRate': 17.666, 'responded': False, 'score': 14, 'sleepConsistency': 62, 'sleepEfficiency': 0.849589, 'slowWaveSleepDuration': 691105, 'source': 'auto', 'state': 'complete', 'surveyResponseId': None, 'timezoneOffset': '-0500', 'wakeDuration': 893212}]",,26534330.0,88.0,"[{'cyclesCount': 4, 'disturbanceCount': 12, 'during': {'bounds': '[)', 'lower': '2021-04-20T04:56:41.045+00:00', 'upper': '2021-04-20T13:00:45.473+00:00'}, 'id': 221453017, 'inBedDuration': 28997678, 'isNap': False, 'latencyDuration': 0, 'lightSleepDuration': 13683479, 'noDataDuration': 0, 'qualityDuration': 26534330, 'remSleepDuration': 7865840, 'respiratoryRate': 17.8711, 'responded': False, 'score': 88, 'sleepConsistency': 77, 'sleepEfficiency': 0.91505, 'slowWaveSleepDuration': 4985011, 'source': 'auto+user', 'state': 'complete', 'surveyResponseId': None, 'timezoneOffset': '-0500', 'wakeDuration': 2492987}]",complete,81,8457.61,194,0.0154041828239736,16.7618031681984,complete,"[{'altitudeChange': None, 'altitudeGain': None, 'averageHeartRate': 171, 'cumulativeWorkoutStrain': 15.2212, 'distance': None, 'during': {'bounds': '[)', 'lower': '2021-04-20T21:19:00+00:00', 'upper': '2021-04-20T21:54:00+00:00'}, 'gpsEnabled': False, 'id': 221662564, 'kilojoules': 1638.44, 'maxHeartRate': 194, 'rawScore': 0.0113574415576405, 'responded': True, 'score': 15.2212491922782, 'source': 'user', 'sportId': 0, 'state': 'complete', 'surveyResponseId': 62406694, 'timezoneOffset': '-0500', 'zones': [0, 7729, 9613, 86519, 1148755, 847870]}]",,False,0.0960621,105760312.0,False,54.0,60.0,complete,,2021-04-20T13:00:45.473+00:00,27454249.0,2333611.0,0.0,214853.0,30002714.0
['2021-04-21'],101874097,2021-04-22T12:27:35.501526+00:00,2021-04-22T02:39:12.095+00:00,,[),2021-04-21T02:39:12.095+00:00,2021-04-22T03:17:50.708+00:00,221964900.0,[],,30934162.0,100.0,"[{'cyclesCount': 6, 'disturbanceCount': 20, 'during': {'bounds': '[)', 'lower': '2021-04-21T02:39:12.095+00:00', 'upper': '2021-04-21T11:58:56.576+00:00'}, 'id': 221964900, 'inBedDuration': 33527337, 'isNap': False, 'latencyDuration': 75943, 'lightSleepDuration': 17268004, 'noDataDuration': 0, 'qualityDuration': 30934162, 'remSleepDuration': 8319226, 'respiratoryRate': 17.7246, 'responded': False, 'score': 100, 'sleepConsistency': 55, 'sleepEfficiency': 0.92475, 'slowWaveSleepDuration': 5346932, 'source': 'auto+user', 'state': 'complete', 'surveyResponseId': None, 'timezoneOffset': '-0500', 'wakeDuration': 2629642}]",complete,67,8482.24,191,0.012659615829916,15.7642322998233,complete,"[{'altitudeChange': None, 'altitudeGain': None, 'averageHeartRate': 170, 'cumulativeWorkoutStrain': 15.0971, 'distance': None, 'during': {'bounds': '[)', 'lower': '2021-04-21T20:25:00+00:00', 'upper': '2021-04-21T21:01:00+00:00'}, 'gpsEnabled': False, 'id': 222200972, 'kilojoules': 1644.9, 'maxHeartRate': 191, 'rawScore': 0.0110744422795928, 'responded': True, 'score': 15.097126635097, 'source': 'user', 'sportId': 0, 'state': 'complete', 'surveyResponseId': 62488219, 'timezoneOffset': '-0500', 'zones': [0, 33684, 9614, 146118, 1101653, 869019]}]",,False,0.094963,106020858.0,False,55.0,61.0,complete,,2021-04-21T11:58:56.576+00:00,27453990.0,2117879.0,4199530.0,2955914.0,28328254.0
['2021-04-22'],102180055,2021-04-23T12:17:48.551983+00:00,2021-04-23T02:39:12.095+00:00,,[),2021-04-22T03:17:50.708+00:00,2021-04-23T04:32:51.46+00:00,222535369.0,[],,30515453.0,100.0,"[{'cyclesCount': 3, 'disturbanceCount': 15, 'during': {'bounds': '[)', 'lower': '2021-04-22T03:17:50.708+00:00', 'upper': '2021-04-22T12:27:35.378+00:00'}, 'id': 222535369, 'inBedDuration': 32889032, 'isNap': False, 'latencyDuration': 98052, 'lightSleepDuration': 19732097, 'noDataDuration': 0, 'qualityDuration': 30515453, 'remSleepDuration': 4143745, 'respiratoryRate': 17.5781, 'responded': False, 'score': 100, 'sleepConsistency': 75, 'sleepEfficiency': 0.930605, 'slowWaveSleepDuration': 6639611, 'source': 'auto+user', 'state': 'complete', 'surveyResponseId': None, 'timezoneOffset': '-0500', 'wakeDuration': 2407311}]",complete,78,8516.07,165,0.00602957127367516,12.4351932425146,complete,"[{'altitudeChange': None, 'altitudeGain': None, 'averageHeartRate': 134, 'cumulativeWorkoutStrain': 9.1621, 'distance': None, 'during': {'bounds': '[)', 'lower': '2021-04-22T20:12:00+00:00', 'upper': '2021-04-22T20:50:00+00:00'}, 'gpsEnabled': False, 'id': 222737271, 'kilojoules': 985.786, 'maxHeartRate': 165, 'rawScore': 0.0030728733689319, 'responded': True, 'score': 9.162088304327, 'source': 'user', 'sportId': 36, 'state': 'complete', 'surveyResponseId': 62566337, 'timezoneOffset': '-0500', 'zones': [0, 269162, 657572, 1133376, 220140, 0]}]",,False,0.0909666,106338586.0,False,58.0,59.0,complete,,2021-04-22T12:27:35.378+00:00,27453731.0,0.0,0.0,2525335.0,29979067.0
['2021-04-23'],102460169,2021-04-24T12:45:32.592961+00:00,2021-04-24T03:17:50.708+00:00,,[),2021-04-23T04:32:51.46+00:00,2021-04-24T06:03:15.067+00:00,223060129.0,"[{'cyclesCount': 1, 'disturbanceCount': 2, 'during': {'bounds': '[)', 'lower': '2021-04-23T19:38:03.122+00:00', 'upper': '2021-04-23T21:33:42.763+00:00'}, 'id': 223329699, 'inBedDuration': 6938680, 'isNap': True, 'latencyDuration': 0, 'lightSleepDuration': 3751952, 'noDataDuration': 0, 'qualityDuration': 6615502, 'remSleepDuration': 1271506, 'respiratoryRate': 17.4902, 'responded': False, 'score': 22, 'sleepConsistency': 59, 'sleepEfficiency': 0.953424, 'slowWaveSleepDuration': 1592044, 'source': 'auto', 'state': 'complete', 'surveyResponseId': None, 'timezoneOffset': '-0500', 'wakeDuration': 331112}]",,25118508.0,87.0,"[{'cyclesCount': 5, 'disturbanceCount': 6, 'during': {'bounds': '[)', 'lower': '2021-04-23T04:32:51.46+00:00', 'upper': '2021-04-23T12:12:11.031+00:00'}, 'id': 223060129, 'inBedDuration': 27558610, 'isNap': False, 'latencyDuration': 156692, 'lightSleepDuration': 15447837, 'noDataDuration': 0, 'qualityDuration': 25118508, 'remSleepDuration': 4716462, 'respiratoryRate': 17.7539, 'responded': False, 'score': 87, 'sleepConsistency': 76, 'sleepEfficiency': 0.91667, 'slowWaveSleepDuration': 4954209, 'source': 'auto', 'state': 'complete', 'surveyResponseId': None, 'timezoneOffset': '-0500', 'wakeDuration': 2471796}]",complete,65,7064.01,140,0.000786493227364757,5.4192326009343,,[],,False,0.0969081,106629336.0,False,55.0,63.0,complete,,2021-04-23T12:12:11.031+00:00,27453473.0,0.0,0.0,1306337.0,28759811.0
['2021-04-24'],102735498,2021-04-25T13:07:03.544723+00:00,2021-04-25T04:32:51.46+00:00,,[),2021-04-24T06:03:15.067+00:00,2021-04-25T06:37:19.74+00:00,223576247.0,[],,21686053.0,95.0,"[{'cyclesCount': 3, 'disturbanceCount': 13, 'during': {'bounds': '[)', 'lower': '2021-04-24T06:03:15.067+00:00', 'upper': '2021-04-24T12:37:51.939+00:00'}, 'id': 223576247, 'inBedDuration': 23504799, 'isNap': False, 'latencyDuration': 102860, 'lightSleepDuration': 12375371, 'noDataDuration': 0, 'qualityDuration': 21686053, 'remSleepDuration': 5526922, 'respiratoryRate': 18.1055, 'responded': False, 'score': 95, 'sleepConsistency': 50, 'sleepEfficiency': 0.926678, 'slowWaveSleepDuration': 3783760, 'source': 'auto', 'state': 'complete', 'surveyResponseId': None, 'timezoneOffset': '-0500', 'wakeDuration': 1847105}]",complete,69,5328.77,164,0.00172784527143427,7.07463703545233,,[],,False,0.0953344,106917093.0,False,57.0,53.0,complete,,2021-04-24T12:37:51.939+00:00,27453214.0,1784458.0,6615502.0,215857.0,22838029.0
['2021-04-25'],103016133,2021-04-26T12:14:53.091557+00:00,2021-04-26T06:03:15.067+00:00,,[),2021-04-25T06:37:19.74+00:00,2021-04-26T02:12:35.117+00:00,224107277.0,[],,20782216.0,72.0,"[{'cyclesCount': 3, 'disturbanceCount': 9, 'during': {'bounds': '[)', 'lower': '2021-04-25T06:37:19.74+00:00', 'upper': '2021-04-25T13:02:50.594+00:00'}, 'id': 224107277, 'inBedDuration': 22269528, 'isNap': False, 'latencyDuration': 158615, 'lightSleepDuration': 10872871, 'noDataDuration': 0, 'qualityDuration': 20782216, 'remSleepDuration': 4264025, 'respiratoryRate': 17.9004, 'responded': False, 'score': 72, 'sleepConsistency': 64, 'sleepEfficiency': 0.939908, 'slowWaveSleepDuration': 5645320, 'source': 'auto', 'state': 'complete', 'surveyResponseId': None, 'timezoneOffset': '-0500', 'wakeDuration': 1512140}]",complete,69,6084.6,113,7.08882975506279e-05,4.06255324978595,,[],,False,0.0219888,107218531.0,False,80.0,5.0,complete,,2021-04-25T13:02:50.594+00:00,27452955.0,882416.0,0.0,339164.0,28674537.0
['2021-04-26'],103308074,2021-04-27T12:38:28.125729+00:00,2021-04-27T02:12:35.117+00:00,,[),2021-04-26T02:12:35.117+00:00,2021-04-27T03:36:24.592+00:00,224625989.0,[],,33003527.0,100.0,"[{'cyclesCount': 7, 'disturbanceCount': 21, 'during': {'bounds': '[)', 'lower': '2021-04-26T02:12:35.117+00:00', 'upper': '2021-04-26T12:08:54.785+00:00'}, 'id': 224625989, 'inBedDuration': 35544149, 'isNap': False, 'latencyDuration': 0, 'lightSleepDuration': 21831347, 'noDataDuration': 0, 'qualityDuration': 33003527, 'remSleepDuration': 8679200, 'respiratoryRate': 17.6953, 'responded': False, 'score': 100, 'sleepConsistency': 51, 'sleepEfficiency': 0.928522, 'slowWaveSleepDuration': 2492980, 'source': 'auto', 'state': 'complete', 'surveyResponseId': None, 'timezoneOffset': '-0500', 'wakeDuration': 2579622}]",complete,76,9401.34,192,0.0152563541928377,16.7128472444276,complete,"[{'altitudeChange': None, 'altitudeGain': None, 'averageHeartRate': 170, 'cumulativeWorkoutStrain': 15.3982, 'distance': None, 'during': {'bounds': '[)', 'lower': '2021-04-26T19:33:00+00:00', 'upper': '2021-04-26T20:12:00+00:00'}, 'gpsEnabled': False, 'id': 224837004, 'kilojoules': 1776.89, 'maxHeartRate': 192, 'rawScore': 0.0117701745575349, 'responded': True, 'score': 15.3982094810139, 'source': 'user', 'sportId': 0, 'state': 'complete', 'surveyResponseId': 62866275, 'timezoneOffset': '-0500', 'zones': [0, 41375, 9613, 77866, 1621714, 590242]}]",,False,0.106541,107532036.0,False,55.0,77.0,complete,,2021-04-26T12:08:54.785+00:00,27452697.0,3843377.0,0.0,148175.0,31444250.0
['2021-04-27'],103617018,2021-04-28T12:29:10.920773+00:00,2021-04-28T02:12:35.117+00:00,,[),2021-04-27T03:36:24.592+00:00,2021-04-28T02:51:53.112+00:00,225219118.0,[],,30841769.0,100.0,"[{'cyclesCount': 6, 'disturbanceCount': 10, 'during': {'bounds': '[)', 'lower': '2021-04-27T03:36:24.592+00:00', 'upper': '2021-04-27T12:38:28.027+00:00'}, 'id': 225219118, 'inBedDuration': 32522778, 'isNap': False, 'latencyDuration': 94208, 'lightSleepDuration': 15254354, 'noDataDuration': 0, 'qualityDuration': 30841769, 'remSleepDuration': 10663056, 'respiratoryRate': 17.9883, 'responded': False, 'score': 100, 'sleepConsistency': 68, 'sleepEfficiency': 0.951068, 'slowWaveSleepDuration': 4924359, 'source': 'auto+user', 'state': 'complete', 'surveyResponseId': None, 'timezoneOffset': '-0500', 'wakeDuration': 1717170}]",complete,77,9270.64,183,0.0168113632521661,17.1968798158786,complete,"[{'altitudeChange': None, 'altitudeGain': None, 'averageHeartRate': 170, 'cumulativeWorkoutStrain': 15.2103, 'distance': None, 'during': {'bounds': '[)', 'lower': '2021-04-27T21:10:00+00:00', 'upper': '2021-04-27T21:46:00+00:00'}, 'gpsEnabled': False, 'id': 225444571, 'kilojoules': 1661.51, 'maxHeartRate': 183, 'rawScore': 0.0113323805171524, 'responded': True, 'score': 15.2102956275361, 'source': 'user', 'sportId': 0, 'state': 'complete', 'surveyResponseId': 62966503, 'timezoneOffset': '-0500', 'zones': [0, 38491, 10574, 77866, 1422728, 610427]}]",,False,0.0978358,107850335.0,False,52.0,64.0,complete,,2021-04-27T12:38:28.027+00:00,27452438.0,0.0,0.0,2934543.0,30386982.0
['2021-04-28'],103902076,2021-04-29T12:45:50.812566+00:00,2021-04-29T02:51:53.112+00:00,,[),2021-04-28T02:51:53.112+00:00,2021-04-29T03:35:01.842+00:00,225784830.0,[],,31931326.0,100.0,"[{'cyclesCount': 8, 'disturbanceCount': 18, 'during': {'bounds': '[)', 'lower': '2021-04-28T02:51:53.112+00:00', 'upper': '2021-04-28T12:29:10.846+00:00'}, 'id': 225784830, 'inBedDuration': 34536705, 'isNap': False, 'latencyDuration': 0, 'lightSleepDuration': 20218199, 'noDataDuration': 0, 'qualityDuration': 31931326, 'remSleepDuration': 6727154, 'respiratoryRate': 17.6074, 'responded': False, 'score': 100, 'sleepConsistency': 76, 'sleepEfficiency': 0.924562, 'slowWaveSleepDuration': 4985973, 'source': 'auto+user', 'state': 'complete', 'surveyResponseId': None, 'timezoneOffset': '-0500', 'wakeDuration': 2643141}]",complete,64,6795.87,135,0.000632086794224144,5.13344195904258,,[],,False,0.0996156,108145613.0,False,54.0,70.0,complete,,2021-04-28T12:29:10.846+00:00,27452326.0,0.0,0.0,3146041.0,30598368.0
