days,id,lastUpdatedAt,predictedEnd,recovery,during.bounds,during.lower,during.upper,sleep.id,sleep.naps,sleep.needBreakdown,sleep.qualityDuration,sleep.score,sleep.sleeps,sleep.state,strain.averageHeartRate,strain.kilojoules,strain.maxHeartRate,strain.rawScore,strain.score,strain.state,strain.workouts,recovery.blackoutUntil,recovery.calibrating,recovery.heartRateVariabilityRmssd,recovery.id,recovery.responded,recovery.restingHeartRate,recovery.score,recovery.state,recovery.surveyResponseId,recovery.timestamp,sleep.needBreakdown.baseline,sleep.needBreakdown.debt,sleep.needBreakdown.naps,sleep.needBreakdown.strain,sleep.needBreakdown.total
['2021-03-28'],95083348,2021-03-29T15:11:59.082526+00:00,2021-03-29T04:07:03.871+00:00,,[),2021-03-28T04:07:03.871+00:00,2021-03-29T08:15:34.147+00:00,209197688.0,"[{'cyclesCount': 2, 'disturbanceCount': 1, 'during': {'bounds': '[)', 'lower': '2021-03-28T19:47:48.654+00:00', 'upper': '2021-03-28T22:31:37.007+00:00'}, 'id': 209520409, 'inBedDuration': 9827391, 'isNap': True, 'latencyDuration': 160537, 'lightSleepDuration': 2498750, 'noDataDuration': 0, 'qualityDuration': 8625345, 'remSleepDuration': 3874246, 'respiratoryRate': 18.2227, 'responded': False, 'score': 28, 'sleepConsistency': 55, 'sleepEfficiency': 0.89226, 'slowWaveSleepDuration': 2252349, 'source': 'auto', 'state': 'complete', 'surveyResponseId': None, 'timezoneOffset': '-0500', 'wakeDuration': 1213751}]",,25103035.0,76.0,"[{'cyclesCount': 5, 'disturbanceCount': 14, 'during': {'bounds': '[)', 'lower': '2021-03-28T04:07:03.871+00:00', 'upper': '2021-03-28T11:45:12.251+00:00'}, 'id': 209197688, 'inBedDuration': 27265410, 'isNap': False, 'latencyDuration': 0, 'lightSleepDuration': 13029907, 'noDataDuration': 0, 'qualityDuration': 25103035, 'remSleepDuration': 7629074, 'respiratoryRate': 17.6953, 'responded': False, 'score': 76, 'sleepConsistency': 85, 'sleepEfficiency': 0.920692, 'slowWaveSleepDuration': 4444054, 'source': 'auto+user', 'state': 'complete', 'surveyResponseId': None, 'timezoneOffset': '-0500', 'wakeDuration': 2192664}]",complete,65,7635.42,132,0.000333012955352762,4.56893816278365,,[],,False,0.160293,98920296.0,False,55.0,91.0,complete,,2021-03-28T11:45:12.251+00:00,27460220.0,3981731.0,0.0,1410388.0,32852340.0
['2021-03-29'],95485532,2021-03-30T15:12:23.835285+00:00,2021-03-30T04:07:03.871+00:00,,[),2021-03-29T08:15:34.147+00:00,2021-03-30T06:48:40.933+00:00,209855205.0,[],,21200894.0,95.0,"[{'cyclesCount': 2, 'disturbanceCount': 12, 'during': {'bounds': '[)', 'lower': '2021-03-29T08:15:34.147+00:00', 'upper': '2021-03-29T14:59:48.758+00:00'}, 'id': 209855205, 'inBedDuration': 23935458, 'isNap': False, 'latencyDuration': 0, 'lightSleepDuration': 9393383, 'noDataDuration': 0, 'qualityDuration': 21200894, 'remSleepDuration': 6820588, 'respiratoryRate': 18.0469, 'responded': False, 'score': 95, 'sleepConsistency': 24, 'sleepEfficiency': 0.885753, 'slowWaveSleepDuration': 4986923, 'source': 'auto', 'state': 'complete', 'surveyResponseId': None, 'timezoneOffset': '-0500', 'wakeDuration': 2762507}]",complete,77,8578.64,199,0.0156813038989532,16.8514277609857,complete,"[{'altitudeChange': None, 'altitudeGain': None, 'averageHeartRate': 169, 'cumulativeWorkoutStrain': 15.6065, 'distance': None, 'during': {'bounds': '[)', 'lower': '2021-03-29T19:08:00+00:00', 'upper': '2021-03-29T19:49:00+00:00'}, 'gpsEnabled': False, 'id': 209948025, 'kilojoules': 1857.11, 'maxHeartRate': 199, 'rawScore': 0.0122698803344787, 'responded': True, 'score': 15.6065429396343, 'source': 'user', 'sportId': 0, 'state': 'complete', 'surveyResponseId': 60653747, 'timezoneOffset': '-0500', 'zones': [0, 0, 62523, 138427, 1837049, 422012]}]",,False,0.0841378,99344543.0,False,61.0,47.0,complete,,2021-03-29T14:59:48.758+00:00,27459959.0,3295195.0,8625345.0,170598.0,22300408.0
['2021-03-30'],95768134,2021-03-31T13:51:17.855061+00:00,2021-03-31T06:48:40.933+00:00,,[),2021-03-30T06:48:40.933+00:00,2021-03-31T05:04:11.257+00:00,210405980.0,[],,27002130.0,86.0,"[{'cyclesCount': 7, 'disturbanceCount': 18, 'during': {'bounds': '[)', 'lower': '2021-03-30T06:48:40.933+00:00', 'upper': '2021-03-30T15:12:23.748+00:00'}, 'id': 210405980, 'inBedDuration': 29868617, 'isNap': False, 'latencyDuration': 107666, 'lightSleepDuration': 17544206, 'noDataDuration': 0, 'qualityDuration': 27002130, 'remSleepDuration': 3993577, 'respiratoryRate': 17.8711, 'responded': False, 'score': 86, 'sleepConsistency': 51, 'sleepEfficiency': 0.907301, 'slowWaveSleepDuration': 5464347, 'source': 'auto+user', 'state': 'complete', 'surveyResponseId': None, 'timezoneOffset': '-0500', 'wakeDuration': 2902050}]",complete,88,9146.69,189,0.0183202477147784,17.6069332574271,complete,"[{'altitudeChange': None, 'altitudeGain': None, 'averageHeartRate': 108, 'cumulativeWorkoutStrain': 17.34, 'distance': None, 'during': {'bounds': '[)', 'lower': '2021-03-30T23:00:00+00:00', 'upper': '2021-03-31T01:00:00+00:00'}, 'gpsEnabled': False, 'id': 210620390, 'kilojoules': 1614.21, 'maxHeartRate': 153, 'rawScore': 0.00357573831249465, 'responded': False, 'score': 9.85207290108747, 'source': 'user', 'sportId': 87, 'state': 'complete', 'surveyResponseId': None, 'timezoneOffset': '-0500', 'zones': [2803200, 1280448, 1449648, 1665940, 0, 0]}, {'altitudeChange': None, 'altitudeGain': None, 'averageHeartRate': 169, 'cumulativeWorkoutStrain': 16.1801, 'distance': None, 'during': {'bounds': '[)', 'lower': '2021-03-30T17:58:00+00:00', 'upper': '2021-03-30T18:43:00+00:00'}, 'gpsEnabled': False, 'id': 210481235, 'kilojoules': 2043.91, 'maxHeartRate': 189, 'rawScore': 0.0137383023894713, 'responded': True, 'score': 16.1800531522537, 'source': 'user', 'sportId': 0, 'state': 'complete', 'surveyResponseId': 60735728, 'timezoneOffset': '-0500', 'zones': [52911, 11536, 9613, 83632, 1487140, 1055508]}]",,False,0.0736555,99636000.0,False,59.0,40.0,complete,,2021-03-30T15:12:23.748+00:00,27459699.0,882633.0,0.0,2995062.0,31337395.0
['2021-03-31'],96024724,2021-04-01T12:08:02.260958+00:00,2021-04-01T05:04:11.257+00:00,,[),2021-03-31T05:04:11.257+00:00,2021-04-01T03:24:56.919+00:00,210912187.0,[],,28045537.0,84.0,"[{'cyclesCount': 3, 'disturbanceCount': 20, 'during': {'bounds': '[)', 'lower': '2021-03-31T05:04:11.257+00:00', 'upper': '2021-03-31T13:51:17.766+00:00'}, 'id': 210912187, 'inBedDuration': 31458611, 'isNap': False, 'latencyDuration': 0, 'lightSleepDuration': 18463420, 'noDataDuration': 0, 'qualityDuration': 28045537, 'remSleepDuration': 5165966, 'respiratoryRate': 17.373, 'responded': False, 'score': 84, 'sleepConsistency': 56, 'sleepEfficiency': 0.891506, 'slowWaveSleepDuration': 4416151, 'source': 'auto+user', 'state': 'complete', 'surveyResponseId': None, 'timezoneOffset': '-0500', 'wakeDuration': 3450713}]",complete,68,6544.25,138,0.00195511928678471,7.45103692942408,,[],,False,0.118488,99900498.0,False,56.0,68.0,complete,,2021-03-31T13:51:17.766+00:00,27459439.0,2471349.0,0.0,3324653.0,33255442.0
['2021-04-01'],96153149,2021-04-02T12:09:20.623688+00:00,2021-04-02T03:24:56.919+00:00,,[),2021-04-01T03:24:56.919+00:00,2021-04-02T04:50:11.807+00:00,211240263.0,[],,27241811.0,91.0,"[{'cyclesCount': 3, 'disturbanceCount': 18, 'during': {'bounds': '[)', 'lower': '2021-04-01T03:24:56.919+00:00', 'upper': '2021-04-01T11:52:26.165+00:00'}, 'id': 211240263, 'inBedDuration': 30448285, 'isNap': False, 'latencyDuration': 0, 'lightSleepDuration': 17905184, 'noDataDuration': 0, 'qualityDuration': 27241811, 'remSleepDuration': 4891593, 'respiratoryRate': 17.0508, 'responded': False, 'score': 91, 'sleepConsistency': 52, 'sleepEfficiency': 0.894691, 'slowWaveSleepDuration': 4445034, 'source': 'auto', 'state': 'complete', 'surveyResponseId': None, 'timezoneOffset': '-0500', 'wakeDuration': 3239933}]",complete,75,9694.46,187,0.0168303360146589,17.2024706507619,complete,"[{'altitudeChange': None, 'altitudeGain': None, 'averageHeartRate': 165, 'cumulativeWorkoutStrain': 16.3203, 'distance': None, 'during': {'bounds': '[)', 'lower': '2021-04-01T16:09:00+00:00', 'upper': '2021-04-01T17:03:00+00:00'}, 'gpsEnabled': False, 'id': 211512457, 'kilojoules': 2321.14, 'maxHeartRate': 187, 'rawScore': 0.0141219394515431, 'responded': True, 'score': 16.3202981531251, 'source': 'user', 'sportId': 0, 'state': 'complete', 'surveyResponseId': 60888704, 'timezoneOffset': '-0500', 'zones': [50987, 10575, 9613, 302806, 1893772, 971877]}]",,False,0.107068,100036980.0,False,53.0,62.0,complete,,2021-04-01T11:52:26.165+00:00,27459179.0,2196734.0,0.0,375311.0,30031225.0
['2021-04-02'],96435484,2021-04-03T12:57:10.360694+00:00,2021-04-03T03:24:56.919+00:00,,[),2021-04-02T04:50:11.807+00:00,2021-04-03T04:26:57.84+00:00,211760943.0,[],,23860374.0,74.0,"[{'cyclesCount': 5, 'disturbanceCount': 12, 'during': {'bounds': '[)', 'lower': '2021-04-02T04:50:11.807+00:00', 'upper': '2021-04-02T12:08:00+00:00'}, 'id': 211760943, 'inBedDuration': 26267577, 'isNap': False, 'latencyDuration': 0, 'lightSleepDuration': 14070402, 'noDataDuration': 0, 'qualityDuration': 23860374, 'remSleepDuration': 5974457, 'respiratoryRate': 17.6953, 'responded': False, 'score': 74, 'sleepConsistency': 58, 'sleepEfficiency': 0.908358, 'slowWaveSleepDuration': 3815515, 'source': 'user', 'state': 'complete', 'surveyResponseId': None, 'timezoneOffset': '-0500', 'wakeDuration': 2434269}]",complete,66,6489.18,121,0.000440258842987502,4.77301092722308,,[],,False,0.0631468,100331364.0,False,61.0,25.0,complete,,2021-04-02T12:08:00+00:00,27458919.0,1588694.0,0.0,3148483.0,32196097.0
['2021-04-03'],96806544,2021-04-04T13:28:48.795859+00:00,2021-04-04T04:26:57.84+00:00,,[),2021-04-03T04:26:57.84+00:00,2021-04-04T05:08:54.473+00:00,212397963.0,[],,27906941.0,89.0,"[{'cyclesCount': 8, 'disturbanceCount': 15, 'during': {'bounds': '[)', 'lower': '2021-04-03T04:26:57.84+00:00', 'upper': '2021-04-03T12:57:10.212+00:00'}, 'id': 212397963, 'inBedDuration': 30151240, 'isNap': False, 'latencyDuration': 0, 'lightSleepDuration': 15741372, 'noDataDuration': 0, 'qualityDuration': 27906941, 'remSleepDuration': 8021817, 'respiratoryRate': 17.7539, 'responded': False, 'score': 89, 'sleepConsistency': 73, 'sleepEfficiency': 0.925565, 'slowWaveSleepDuration': 4143752, 'source': 'auto+user', 'state': 'complete', 'surveyResponseId': None, 'timezoneOffset': '-0500', 'wakeDuration': 2281227}]",complete,69,7620.63,173,0.00438099921526841,10.8474800507621,complete,"[{'altitudeChange': None, 'altitudeGain': None, 'averageHeartRate': 144, 'cumulativeWorkoutStrain': 10.0102, 'distance': None, 'during': {'bounds': '[)', 'lower': '2021-04-03T23:13:04.904+00:00', 'upper': '2021-04-03T23:46:20.569+00:00'}, 'gpsEnabled': False, 'id': 212691383, 'kilojoules': 1021.47, 'maxHeartRate': 173, 'rawScore': 0.00369654617984772, 'responded': False, 'score': 10.0101662944605, 'source': 'auto', 'sportId': -1, 'state': 'complete', 'surveyResponseId': None, 'timezoneOffset': '-0500', 'zones': [0, 103822, 209602, 1256421, 425859, 0]}]",,False,0.100361,100719744.0,False,55.0,59.0,complete,,2021-04-03T12:57:10.212+00:00,27458659.0,3569625.0,0.0,180539.0,31208824.0
['2021-04-04'],97090072,2021-04-05T12:42:43.740732+00:00,2021-04-05T04:26:57.84+00:00,,[),2021-04-04T05:08:54.473+00:00,2021-04-05T03:06:48.34+00:00,212928214.0,[],,27630703.0,91.0,"[{'cyclesCount': 4, 'disturbanceCount': 14, 'during': {'bounds': '[)', 'lower': '2021-04-04T05:08:54.473+00:00', 'upper': '2021-04-04T13:28:48.728+00:00'}, 'id': 212928214, 'inBedDuration': 29464869, 'isNap': False, 'latencyDuration': 63446, 'lightSleepDuration': 11714099, 'noDataDuration': 0, 'qualityDuration': 27630703, 'remSleepDuration': 10302097, 'respiratoryRate': 17.5781, 'responded': False, 'score': 91, 'sleepConsistency': 78, 'sleepEfficiency': 0.939774, 'slowWaveSleepDuration': 5614507, 'source': 'auto+user', 'state': 'complete', 'surveyResponseId': None, 'timezoneOffset': '-0500', 'wakeDuration': 1865406}]",complete,68,6151.7,142,0.000848641623598835,5.53315238476372,,[],,False,0.077115,101022636.0,False,54.0,38.0,complete,,2021-04-04T13:28:48.728+00:00,27458399.0,1941701.0,0.0,899996.0,30300096.0
['2021-04-05'],97368276,2021-04-06T12:40:39.905197+00:00,2021-04-06T03:06:48.34+00:00,,[),2021-04-05T03:06:48.34+00:00,2021-04-06T03:37:34.273+00:00,213419720.0,[],,30000480.0,100.0,"[{'cyclesCount': 5, 'disturbanceCount': 15, 'during': {'bounds': '[)', 'lower': '2021-04-05T03:06:48.34+00:00', 'upper': '2021-04-05T12:37:53.953+00:00'}, 'id': 213419720, 'inBedDuration': 34264651, 'isNap': False, 'latencyDuration': 99976, 'lightSleepDuration': 15739487, 'noDataDuration': 0, 'qualityDuration': 30000480, 'remSleepDuration': 8702321, 'respiratoryRate': 17.6953, 'responded': False, 'score': 100, 'sleepConsistency': 72, 'sleepEfficiency': 0.878114, 'slowWaveSleepDuration': 5558672, 'source': 'auto', 'state': 'complete', 'surveyResponseId': None, 'timezoneOffset': '-0500', 'wakeDuration': 4301595}]",complete,64,6827.46,139,0.000870812592180465,5.57363894684152,,[],,False,0.10735,101319994.0,False,47.0,65.0,complete,,2021-04-05T12:37:53.953+00:00,27458139.0,1588649.0,0.0,222739.0,29269528.0
['2021-04-06'],97561047,2021-04-07T12:06:47.357476+00:00,2021-04-07T03:06:48.34+00:00,,[),2021-04-06T03:37:34.273+00:00,2021-04-07T04:25:54.46+00:00,213848680.0,[],,27801004.0,100.0,"[{'cyclesCount': 5, 'disturbanceCount': 18, 'during': {'bounds': '[)', 'lower': '2021-04-06T03:37:34.273+00:00', 'upper': '2021-04-06T12:29:47.768+00:00'}, 'id': 213848680, 'inBedDuration': 31524942, 'isNap': False, 'latencyDuration': 0, 'lightSleepDuration': 18371981, 'noDataDuration': 0, 'qualityDuration': 27801004, 'remSleepDuration': 4534495, 'respiratoryRate': 17.3438, 'responded': False, 'score': 100, 'sleepConsistency': 82, 'sleepEfficiency': 0.881873, 'slowWaveSleepDuration': 4894528, 'source': 'auto', 'state': 'complete', 'surveyResponseId': None, 'timezoneOffset': '-0500', 'wakeDuration': 3757754}]",complete,69,9707.8,189,0.017275580751281,17.3294600702105,complete,"[{'altitudeChange': None, 'altitudeGain': None, 'averageHeartRate': 162, 'cumulativeWorkoutStrain': 15.9219, 'distance': None, 'during': {'bounds': '[)', 'lower': '2021-04-07T01:26:00+00:00', 'upper': '2021-04-07T02:19:00+00:00'}, 'gpsEnabled': False, 'id': 214278609, 'kilojoules': 2191.22, 'maxHeartRate': 189, 'rawScore': 0.0130588810243522, 'responded': True, 'score': 15.9218629034375, 'source': 'user', 'sportId': 0, 'state': 'complete', 'surveyResponseId': 61317312, 'timezoneOffset': '-0500', 'zones': [43298, 9613, 18264, 1330441, 995911, 782501]}]",,False,0.139375,101520772.0,False,47.0,94.0,complete,,2021-04-06T12:29:47.768+00:00,27457879.0,0.0,0.0,225235.0,27683115.0
['2021-04-07'],97914996,2021-04-08T12:24:19.586539+00:00,2021-04-08T03:37:34.273+00:00,,[),2021-04-07T04:25:54.46+00:00,2021-04-08T03:29:52.719+00:00,214495044.0,"[{'cyclesCount': 1, 'disturbanceCount': 2, 'during': {'bounds': '[)', 'lower': '2021-04-07T19:40:25.594+00:00', 'upper': '2021-04-07T21:03:46.288+00:00'}, 'id': 214767271, 'inBedDuration': 4999732, 'isNap': True, 'latencyDuration': 92285, 'lightSleepDuration': 2975216, 'noDataDuration': 0, 'qualityDuration': 4731800, 'remSleepDuration': 1096316, 'respiratoryRate': 18.4863, 'responded': False, 'score': 16, 'sleepConsistency': 67, 'sleepEfficiency': 0.964208, 'slowWaveSleepDuration': 660268, 'source': 'auto', 'state': 'complete', 'surveyResponseId': None, 'timezoneOffset': '-0500', 'wakeDuration': 274317}]",,25258055.0,82.0,"[{'cyclesCount': 5, 'disturbanceCount': 6, 'during': {'bounds': '[)', 'lower': '2021-04-07T04:25:54.46+00:00', 'upper': '2021-04-07T12:06:47.181+00:00'}, 'id': 214495044, 'inBedDuration': 27065460, 'isNap': False, 'latencyDuration': 94208, 'lightSleepDuration': 15377566, 'noDataDuration': 0, 'qualityDuration': 25258055, 'remSleepDuration': 5765624, 'respiratoryRate': 17.6953, 'responded': False, 'score': 82, 'sleepConsistency': 84, 'sleepEfficiency': 0.936481, 'slowWaveSleepDuration': 4114865, 'source': 'auto+user', 'state': 'complete', 'surveyResponseId': None, 'timezoneOffset': '-0500', 'wakeDuration': 1837487}]",complete,65,7914.66,180,0.0106725620982105,14.9172528435933,complete,"[{'altitudeChange': None, 'altitudeGain': None, 'averageHeartRate': 166, 'cumulativeWorkoutStrain': 14.3794, 'distance': None, 'during': {'bounds': '[)', 'lower': '2021-04-07T21:37:00+00:00', 'upper': '2021-04-07T22:13:00+00:00'}, 'gpsEnabled': False, 'id': 214746998, 'kilojoules': 1563.32, 'maxHeartRate': 180, 'rawScore': 0.00952522464656805, 'responded': True, 'score': 14.379364404685, 'source': 'user', 'sportId': 0, 'state': 'complete', 'surveyResponseId': 61379648, 'timezoneOffset': '-0500', 'zones': [7729, 35568, 10574, 109591, 1908184, 88440]}]",,False,0.0897145,101884106.0,False,51.0,46.0,complete,,2021-04-07T12:06:47.181+00:00,27457620.0,0.0,0.0,3203914.0,30661534.0
['2021-04-08'],98209529,2021-04-09T12:17:15.807246+00:00,2021-04-09T03:29:52.719+00:00,,[),2021-04-08T03:29:52.719+00:00,2021-04-09T03:18:28.214+00:00,215053409.0,[],,29305536.0,100.0,"[{'cyclesCount': 5, 'disturbanceCount': 11, 'during': {'bounds': '[)', 'lower': '2021-04-08T03:29:52.719+00:00', 'upper': '2021-04-08T12:16:48.021+00:00'}, 'id': 215053409, 'inBedDuration': 31614341, 'isNap': False, 'latencyDuration': 0, 'lightSleepDuration': 18792647, 'noDataDuration': 0, 'qualityDuration': 29305536, 'remSleepDuration': 5857070, 'respiratoryRate': 17.4609, 'responded': False, 'score': 100, 'sleepConsistency': 70, 'sleepEfficiency': 0.92697, 'slowWaveSleepDuration': 4655819, 'source': 'auto', 'state': 'complete', 'surveyResponseId': None, 'timezoneOffset': '-0500', 'wakeDuration': 2338984}]",complete,66,7233.94,157,0.00294372288885706,8.97664998058778,complete,"[{'altitudeChange': None, 'altitudeGain': None, 'averageHeartRate': 93, 'cumulativeWorkoutStrain': 7.3143, 'distance': None, 'during': {'bounds': '[)', 'lower': '2021-04-08T23:00:00+00:00', 'upper': '2021-04-09T01:15:00+00:00'}, 'gpsEnabled': False, 'id': 215355422, 'kilojoules': 1157.34, 'maxHeartRate': 157, 'rawScore': 0.00187187874188162, 'responded': False, 'score': 7.31426131706339, 'source': 'user', 'sportId': 87, 'state': 'complete', 'surveyResponseId': None, 'timezoneOffset': '-0500', 'zones': [5184343, 1363129, 1054549, 488342, 9613, 0]}]",,False,0.0988313,102186531.0,False,52.0,59.0,complete,,2021-04-08T12:16:48.021+00:00,27457360.0,2471162.0,4731800.0,2175490.0,27372213.0
['2021-04-09'],98483592,2021-04-10T13:27:06.711501+00:00,2021-04-10T03:18:28.214+00:00,,[),2021-04-09T03:18:28.214+00:00,2021-04-10T04:48:48.932+00:00,215573738.0,[],,29281485.0,100.0,"[{'cyclesCount': 6, 'disturbanceCount': 15, 'during': {'bounds': '[)', 'lower': '2021-04-09T03:18:28.214+00:00', 'upper': '2021-04-09T12:17:15.508+00:00'}, 'id': 215573738, 'inBedDuration': 32070961, 'isNap': False, 'latencyDuration': 90363, 'lightSleepDuration': 16245765, 'noDataDuration': 0, 'qualityDuration': 29281485, 'remSleepDuration': 8048782, 'respiratoryRate': 17.5195, 'responded': False, 'score': 100, 'sleepConsistency': 83, 'sleepEfficiency': 0.915602, 'slowWaveSleepDuration': 4986938, 'source': 'auto+user', 'state': 'complete', 'surveyResponseId': None, 'timezoneOffset': '-0500', 'wakeDuration': 2826029}]",complete,75,12484.6,183,0.0377520347778658,20.5117400651638,complete,"[{'altitudeChange': None, 'altitudeGain': None, 'averageHeartRate': 168, 'cumulativeWorkoutStrain': 20.4645, 'distance': None, 'during': {'bounds': '[)', 'lower': '2021-04-09T19:49:00+00:00', 'upper': '2021-04-09T21:54:00+00:00'}, 'gpsEnabled': False, 'id': 215807600, 'kilojoules': 5638.72, 'maxHeartRate': 183, 'rawScore': 0.0355591360714218, 'responded': True, 'score': 20.4644826973235, 'source': 'user', 'sportId': 0, 'state': 'complete', 'surveyResponseId': 61538584, 'timezoneOffset': '-0500', 'zones': [21187, 9613, 41336, 157655, 6642599, 627734]}]",,False,0.100407,102471083.0,False,52.0,61.0,complete,,2021-04-09T12:17:15.508+00:00,27457100.0,0.0,0.0,561543.0,28018644.0
['2021-04-10'],98776950,2021-04-11T11:46:19.394183+00:00,2021-04-11T03:18:28.214+00:00,,[),2021-04-10T04:48:48.932+00:00,2021-04-11T04:56:45.678+00:00,216110046.0,[],,28874291.0,90.0,"[{'cyclesCount': 4, 'disturbanceCount': 8, 'during': {'bounds': '[)', 'lower': '2021-04-10T04:48:48.932+00:00', 'upper': '2021-04-10T13:27:06.617+00:00'}, 'id': 216110046, 'inBedDuration': 31060632, 'isNap': False, 'latencyDuration': 0, 'lightSleepDuration': 19802339, 'noDataDuration': 0, 'qualityDuration': 28874291, 'remSleepDuration': 4385333, 'respiratoryRate': 18.2227, 'responded': False, 'score': 90, 'sleepConsistency': 69, 'sleepEfficiency': 0.929611, 'slowWaveSleepDuration': 4686619, 'source': 'auto+user', 'state': 'complete', 'surveyResponseId': None, 'timezoneOffset': '-0500', 'wakeDuration': 2219628}]",complete,92,9167.68,186,0.0120635560127744,15.5212777548245,complete,"[{'altitudeChange': None, 'altitudeGain': None, 'averageHeartRate': 135, 'cumulativeWorkoutStrain': 14.2398, 'distance': None, 'during': {'bounds': '[)', 'lower': '2021-04-10T23:44:48.154+00:00', 'upper': '2021-04-11T01:09:32.484+00:00'}, 'gpsEnabled': False, 'id': 216391002, 'kilojoules': 2258.31, 'maxHeartRate': 186, 'rawScore': 0.00923937986315589, 'responded': False, 'score': 14.2398087798259, 'source': 'user', 'sportId': 87, 'state': 'complete', 'surveyResponseId': None, 'timezoneOffset': '-0500', 'zones': [214408, 876707, 1014180, 1664011, 1035322, 279741]}]",,False,0.0773106,102776147.0,False,59.0,29.0,complete,,2021-04-10T13:27:06.617+00:00,27456841.0,0.0,0.0,4478111.0,31934952.0
['2021-04-11'],98922925,2021-04-12T11:53:34.251755+00:00,2021-04-12T04:48:48.932+00:00,,[),2021-04-11T04:56:45.678+00:00,2021-04-12T03:20:14.731+00:00,216470390.0,"[{'cyclesCount': 0, 'disturbanceCount': 4, 'during': {'bounds': '[)', 'lower': '2021-04-11T20:10:00+00:00', 'upper': '2021-04-11T21:50:00+00:00'}, 'id': 216855856, 'inBedDuration': 6000000, 'isNap': True, 'latencyDuration': 118240, 'lightSleepDuration': 4205312, 'noDataDuration': 0, 'qualityDuration': 5045613, 'remSleepDuration': 0, 'respiratoryRate': 17.9883, 'responded': False, 'score': 16, 'sleepConsistency': 61, 'sleepEfficiency': 0.857841, 'slowWaveSleepDuration': 840301, 'source': 'user', 'state': 'complete', 'surveyResponseId': None, 'timezoneOffset': '-0500', 'wakeDuration': 959655}]",,22015262.0,70.0,"[{'cyclesCount': 3, 'disturbanceCount': 7, 'during': {'bounds': '[)', 'lower': '2021-04-11T04:56:45.678+00:00', 'upper': '2021-04-11T11:40:00+00:00'}, 'id': 216470390, 'inBedDuration': 24194322, 'isNap': False, 'latencyDuration': 132660, 'lightSleepDuration': 11715095, 'noDataDuration': 0, 'qualityDuration': 22015262, 'remSleepDuration': 6005301, 'respiratoryRate': 17.5781, 'responded': False, 'score': 70, 'sleepConsistency': 73, 'sleepEfficiency': 0.914952, 'slowWaveSleepDuration': 4294866, 'source': 'user', 'state': 'complete', 'surveyResponseId': None, 'timezoneOffset': '-0500', 'wakeDuration': 2206091}]",complete,80,7285.41,169,0.00441203167640953,10.883200045202,complete,"[{'altitudeChange': None, 'altitudeGain': None, 'averageHeartRate': 95, 'cumulativeWorkoutStrain': 8.6182, 'distance': None, 'during': {'bounds': '[)', 'lower': '2021-04-11T13:18:00+00:00', 'upper': '2021-04-11T16:00:00+00:00'}, 'gpsEnabled': False, 'id': 216749232, 'kilojoules': 1519.8, 'maxHeartRate': 160, 'rawScore': 0.00270025666532202, 'responded': False, 'score': 8.61822476236897, 'source': 'user', 'sportId': 87, 'state': 'complete', 'surveyResponseId': None, 'timezoneOffset': '-0500', 'zones': [5134312, 2258137, 1600575, 676758, 50949, 0]}]",,False,0.0691656,102938494.0,False,57.0,26.0,complete,,2021-04-11T11:40:00+00:00,27456581.0,1372829.0,0.0,2423033.0,31252444.0
['2021-04-12'],99301831,2021-04-13T13:00:52.859564+00:00,2021-04-13T03:20:14.731+00:00,,[),2021-04-12T03:20:14.731+00:00,2021-04-13T04:14:46.95+00:00,217086379.0,[],,28456518.0,100.0,"[{'cyclesCount': 5, 'disturbanceCount': 7, 'during': {'bounds': '[)', 'lower': '2021-04-12T03:20:14.731+00:00', 'upper': '2021-04-12T11:53:34.115+00:00'}, 'id': 217086379, 'inBedDuration': 30734751, 'isNap': False, 'latencyDuration': 0, 'lightSleepDuration': 16113843, 'noDataDuration': 0, 'qualityDuration': 28456518, 'remSleepDuration': 7837973, 'respiratoryRate': 17.2852, 'responded': False, 'score': 100, 'sleepConsistency': 60, 'sleepEfficiency': 0.925874, 'slowWaveSleepDuration': 4504702, 'source': 'auto+user', 'state': 'complete', 'surveyResponseId': None, 'timezoneOffset': '-0500', 'wakeDuration': 2313952}]",complete,70,8630.92,189,0.0103881761455909,14.7873767728478,complete,"[{'altitudeChange': None, 'altitudeGain': None, 'averageHeartRate': 163, 'cumulativeWorkoutStrain': 13.5835, 'distance': None, 'during': {'bounds': '[)', 'lower': '2021-04-12T20:08:00+00:00', 'upper': '2021-04-12T20:38:00+00:00'}, 'gpsEnabled': False, 'id': 217315584, 'kilojoules': 1276, 'maxHeartRate': 189, 'rawScore': 0.00795295833615352, 'responded': True, 'score': 13.5834741521317, 'source': 'user', 'sportId': 0, 'state': 'complete', 'surveyResponseId': 61751696, 'timezoneOffset': '-0500', 'zones': [61563, 9613, 25955, 131699, 1024749, 546020]}]",,False,0.084399,103338254.0,False,49.0,44.0,complete,,2021-04-12T11:53:34.115+00:00,27456322.0,4118448.0,5045613.0,907858.0,27437016.0
